"# Sensor Name: external_sensor, Pin: 10, InfluxDB Org: thz_lab, InfluxDB Bucket: sensor_data"
date,time,temperature,humidity
2025-05-21,00:00:16,21.3,41.8
2025-05-21,00:00:46,21.4,41.7
2025-05-21,00:01:16,21.4,41.6
2025-05-21,00:01:46,21.4,41.6
2025-05-21,00:02:16,21.4,41.5
2025-05-21,00:02:46,21.3,41.6
2025-05-21,00:03:16,21.3,41.7
2025-05-21,00:03:46,21.3,41.8
2025-05-21,00:04:16,21.3,41.7
2025-05-21,00:04:46,21.3,41.7
2025-05-21,00:05:16,21.3,41.7
2025-05-21,00:05:46,21.3,41.7
2025-05-21,00:06:16,21.3,41.6
2025-05-21,00:06:46,21.4,41.6
2025-05-21,00:07:16,21.3,41.7
2025-05-21,00:07:46,21.3,41.7
2025-05-21,00:08:16,21.3,41.7
2025-05-21,00:08:46,21.3,41.7
2025-05-21,00:09:16,21.3,41.7
2025-05-21,00:09:46,21.3,41.7
2025-05-21,00:10:16,21.4,41.6
2025-05-21,00:10:46,21.4,41.5
2025-05-21,00:11:16,21.4,41.5
2025-05-21,00:11:46,21.5,41.5
2025-05-21,00:12:16,21.5,41.4
2025-05-21,00:12:46,21.5,41.4
2025-05-21,00:13:16,21.4,41.5
2025-05-21,00:13:46,21.4,41.5
2025-05-21,00:14:16,21.4,41.5
2025-05-21,00:14:49,21.5,41.4
2025-05-21,00:15:16,21.5,41.4
2025-05-21,00:15:46,21.5,41.4
2025-05-21,00:16:16,21.5,41.4
2025-05-21,00:16:46,21.5,41.4
2025-05-21,00:17:16,21.5,41.4
2025-05-21,00:17:46,21.4,41.4
2025-05-21,00:18:16,21.4,41.5
2025-05-21,00:18:46,21.4,41.6
2025-05-21,00:19:16,21.3,41.6
2025-05-21,00:19:46,21.3,41.6
2025-05-21,00:20:16,21.4,41.6
2025-05-21,00:20:46,21.4,41.6
2025-05-21,00:21:16,21.4,41.5
2025-05-21,00:21:46,21.5,41.4
2025-05-21,00:22:16,21.5,41.4
2025-05-21,00:22:46,21.5,41.4
2025-05-21,00:23:16,21.5,41.4
2025-05-21,00:23:46,21.4,41.5
2025-05-21,00:24:16,21.3,41.6
2025-05-21,00:24:46,21.4,41.6
2025-05-21,00:25:16,21.4,41.6
2025-05-21,00:25:46,21.4,41.5
2025-05-21,00:26:16,21.4,41.5
2025-05-21,00:26:46,21.5,41.4
2025-05-21,00:27:16,21.5,41.3
2025-05-21,00:27:46,21.5,41.2
2025-05-21,00:28:16,21.5,41.3
2025-05-21,00:28:46,21.4,41.4
2025-05-21,00:29:16,21.4,41.5
2025-05-21,00:29:46,21.4,41.5
2025-05-21,00:30:16,21.4,41.4
2025-05-21,00:30:46,21.4,41.5
2025-05-21,00:31:16,21.4,41.5
2025-05-21,00:31:46,21.5,41.4
2025-05-21,00:32:16,21.5,41.4
