"# Sensor Name: external_sensor, Pin: 10, InfluxDB Org: thz_lab, InfluxDB Bucket: sensor_data"
date,time,temperature,humidity
2025-04-12,00:00:16,21.6,36.9
2025-04-12,00:00:46,21.7,36.8
2025-04-12,00:01:16,21.7,36.8
2025-04-12,00:01:46,21.7,36.7
2025-04-12,00:02:16,21.7,36.8
2025-04-12,00:02:46,21.6,36.9
2025-04-12,00:03:16,21.5,37.0
2025-04-12,00:03:46,21.5,37.0
2025-04-12,00:04:16,21.6,37.0
2025-04-12,00:04:46,21.6,36.9
2025-04-12,00:05:16,21.6,36.9
2025-04-12,00:05:46,21.6,36.9
2025-04-12,00:06:16,21.6,36.9
2025-04-12,00:06:46,21.5,36.9
2025-04-12,00:07:16,21.5,37.0
2025-04-12,00:07:46,21.5,37.1
2025-04-12,00:08:16,21.5,37.0
2025-04-12,00:08:46,21.5,37.0
2025-04-12,00:09:16,21.6,36.9
2025-04-12,00:09:46,21.6,36.8
2025-04-12,00:10:16,21.6,36.8
2025-04-12,00:10:46,21.7,36.8
2025-04-12,00:11:16,21.7,36.7
2025-04-12,00:11:46,21.7,36.7
2025-04-12,00:12:16,21.7,36.7
2025-04-12,00:12:46,21.6,36.8
2025-04-12,00:13:16,21.5,36.9
2025-04-12,00:13:46,21.4,37.0
2025-04-12,00:14:16,21.5,37.0
2025-04-12,00:14:46,21.5,37.0
2025-04-12,00:15:16,21.5,36.9
2025-04-12,00:15:46,21.5,36.9
2025-04-12,00:16:16,21.5,36.9
2025-04-12,00:16:46,21.5,36.9
2025-04-12,00:17:16,21.5,36.9
2025-04-12,00:17:46,21.4,37.0
2025-04-12,00:18:16,21.5,37.0
2025-04-12,00:18:46,21.5,36.9
2025-04-12,00:19:16,21.5,36.9
2025-04-12,00:19:46,21.5,36.9
2025-04-12,00:20:16,21.6,36.8
2025-04-12,00:20:46,21.6,36.8
2025-04-12,00:21:16,21.7,36.7
2025-04-12,00:21:46,21.6,36.7
2025-04-12,00:22:16,21.6,36.8
2025-04-12,00:22:46,21.5,36.9
2025-04-12,00:23:16,21.4,37.0
2025-04-12,00:23:46,21.4,37.0
2025-04-12,00:24:16,21.5,37.0
2025-04-12,00:24:46,21.5,36.9
2025-04-12,00:25:16,21.5,36.9
2025-04-12,00:25:49,21.5,36.9
2025-04-12,00:26:16,21.5,36.9
2025-04-12,00:26:46,21.4,37.0
2025-04-12,00:27:16,21.4,37.0
2025-04-12,00:27:46,21.4,37.0
2025-04-12,00:28:16,21.4,37.0
2025-04-12,00:28:46,21.5,36.9
2025-04-12,00:29:19,21.6,36.8
2025-04-12,00:29:46,21.5,36.8
2025-04-12,00:30:16,21.6,36.7
2025-04-12,00:30:46,21.6,36.7
2025-04-12,00:31:16,21.7,36.7
2025-04-12,00:31:46,21.7,36.6
2025-04-12,00:32:16,21.6,36.7
2025-04-12,00:32:46,21.5,36.8
2025-04-12,00:33:16,21.4,36.9
2025-04-12,00:33:46,21.5,36.9
2025-04-12,00:34:16,21.5,36.8
2025-04-12,00:34:46,21.6,36.8
2025-04-12,00:35:16,21.6,36.7
2025-04-12,00:35:46,21.6,36.7
2025-04-12,00:36:16,21.5,36.8
2025-04-12,00:36:46,21.5,36.9
2025-04-12,00:37:16,21.4,36.9
2025-04-12,00:37:46,21.5,36.9
2025-04-12,00:38:16,21.5,36.8
2025-04-12,00:38:46,21.5,36.7
2025-04-12,00:39:16,21.5,36.7
2025-04-12,00:39:46,21.6,36.7
2025-04-12,00:40:16,21.6,36.7
2025-04-12,00:40:46,21.7,36.6
2025-04-12,00:41:16,21.7,36.6
2025-04-12,00:41:46,21.6,36.6
2025-04-12,00:42:16,21.5,36.8
2025-04-12,00:42:46,21.5,36.8
2025-04-12,00:43:16,21.5,36.8
2025-04-12,00:43:46,21.5,36.7
2025-04-12,00:44:16,21.6,36.7
2025-04-12,00:44:46,21.6,36.7
2025-04-12,00:45:16,21.6,36.6
2025-04-12,00:45:46,21.6,36.6
2025-04-12,00:46:16,21.5,36.7
2025-04-12,00:46:46,21.5,36.7
